Area_Name,Year,Group_Name,Sub_Group_Name,Trial_of_Violent_Crimes_by_Courts_By_Confession,Trial_of_Violent_Crimes_by_Courts_By_trial,Trial_of_Violent_Crimes_by_Courts_Total
Mizoram,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,3.0,6.0
Nagaland,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,59.0,59.0
Odisha,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,54.0,887.0,941.0
Punjab,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,323.0,323.0
Rajasthan,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,1975.0,1978.0
Tamil Nadu,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,23.0,2248.0,2271.0
Uttar Pradesh,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5814.0,5814.0
West Bengal,2005,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,263.0,263.0
Andhra Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1558.0,1558.0
Arunachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,4.0,4.0
Assam,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,236.0,240.0
Bihar,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,41.0,3368.0,3409.0
Chandigarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
Chhattisgarh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,202.0,222.0,424.0
Dadra & Nagar Haveli,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
Daman & Diu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
Gujarat,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,488.0,493.0
Himachal Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,60.0,60.0
Jammu & Kashmir,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,179.0,179.0
Jharkhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1377.0,1382.0
Karnataka,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1256.0,1256.0
Maharashtra,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,906.0,908.0
Manipur,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
Meghalaya,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,11.0,11.0
Mizoram,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,26.0,26.0
Nagaland,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,9.0,6.0,15.0
Odisha,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,798.0,798.0
Tamil Nadu,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,11.0,1641.0,1652.0
Uttar Pradesh,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5250.0,5250.0
Uttarakhand,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,86.0,86.0
West Bengal,2006,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,448.0,449.0
Andhra Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1297.0,1297.0
Arunachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,6.0,6.0
Assam,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,288.0,294.0
Bihar,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3129.0,3129.0
Chandigarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,13.0,13.0
Chhattisgarh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,209.0,370.0
Gujarat,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,321.0,326.0
Haryana,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,408.0,408.0
Himachal Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,64.0,64.0
Jammu & Kashmir,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,217.0,217.0
Jharkhand,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,11.0,1606.0,1617.0
Karnataka,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,1090.0,1091.0
Madhya Pradesh,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2285.0,2285.0
Maharashtra,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,808.0,811.0
Manipur,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
Meghalaya,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,10.0,11.0
Mizoram,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5.0,5.0
Nagaland,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,29.0,29.0
Odisha,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,700.0,700.0
Tamil Nadu,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,1763.0,1768.0
West Bengal,2007,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,460.0,460.0
Andhra Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1424.0,1424.0
Arunachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1.0,1.0
Assam,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,209.0,213.0
Bihar,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2731.0,2731.0
Chhattisgarh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,178.0,327.0,505.0
Gujarat,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,284.0,285.0
Haryana,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,438.0,438.0
Himachal Pradesh,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,53.0,53.0
Jammu & Kashmir,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,135.0,135.0
Jharkhand,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,60.0,760.0,820.0
Karnataka,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,16.0,1019.0,1035.0
Maharashtra,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,990.0,992.0
Manipur,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3.0,3.0
Meghalaya,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,12.0,12.0
Mizoram,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,20.0,5.0,25.0
Nagaland,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,9.0,28.0,37.0
Odisha,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,790.0,790.0
Tamil Nadu,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,1637.0,1640.0
West Bengal,2008,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,481.0,481.0
Andhra Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1482.0,1482.0
Arunachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,5.0,5.0
Assam,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,125.0,128.0
Bihar,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2635.0,2635.0
Chandigarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,14.0,14.0
Chhattisgarh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,171.0,400.0,571.0
Gujarat,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,3.0,203.0,206.0
Haryana,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,501.0,501.0
Himachal Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,52.0,52.0
Jammu & Kashmir,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,275.0,275.0
Jharkhand,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,869.0,874.0
Karnataka,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,88.0,990.0,1078.0
Kerala,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,246.0,246.0
Madhya Pradesh,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1773.0,1773.0
Maharashtra,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,782.0,783.0
Manipur,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,3.0,3.0
Meghalaya,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
Mizoram,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,5.0,4.0,9.0
Nagaland,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,6.0,12.0,18.0
Odisha,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,759.0,759.0
Punjab,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,606.0,608.0
Tamil Nadu,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,10.0,1316.0,1326.0
Tripura,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,18.0,19.0
West Bengal,2009,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,405.0,405.0
Andhra Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1224.0,1224.0
Arunachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,2.0,2.0
Assam,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,108.0,112.0
Chandigarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,21.0,21.0
Chhattisgarh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,161.0,347.0,508.0
Daman & Diu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,4.0,4.0
Delhi,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,388.0,389.0
Goa,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,16.0,16.0
Gujarat,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,12.0,189.0,201.0
Himachal Pradesh,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,26.0,26.0
Jammu & Kashmir,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,225.0,225.0
Jharkhand,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,4.0,894.0,898.0
Karnataka,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,946.0,971.0
Kerala,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,198.0,198.0
Maharashtra,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,1147.0,1147.0
Manipur,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,0.0,0.0
Meghalaya,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,9.0,9.0
Mizoram,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,16.0,18.0
Nagaland,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,8.0,14.0,22.0
Odisha,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,938.0,938.0
Punjab,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,655.0,655.0
Sikkim,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,2.0,7.0,9.0
Tamil Nadu,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,25.0,1772.0,1797.0
Tripura,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,1.0,22.0,23.0
West Bengal,2010,TVC- Attempt to Commit Murder,02. Attempt to Murder,0.0,309.0,309.0
Andhra Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,88.0,90.0
Arunachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Assam,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,30.0,31.0
Bihar,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,253.0,253.0
Chandigarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4.0,4.0
Chhattisgarh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,15.0,29.0,44.0
Delhi,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,22.0,26.0
Gujarat,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
Haryana,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,86.0,88.0
Himachal Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10.0,10.0
Jammu & Kashmir,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,13.0,13.0
Jharkhand,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,80.0,82.0
Karnataka,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,40.0,40.0
Kerala,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33.0,34.0
Maharashtra,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,68.0,68.0
Meghalaya,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
Mizoram,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,1.0,2.0
Nagaland,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Odisha,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,41.0,41.0
Rajasthan,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,84.0,84.0
Sikkim,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Uttar Pradesh,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,7.0,1038.0,1045.0
West Bengal,2001,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,378.0,382.0
Andaman & Nicobar Islands,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
Andhra Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,112.0,112.0
Assam,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30.0,30.0
Bihar,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,250.0,250.0
Chandigarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Chhattisgarh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,32.0,7.0,39.0
Daman & Diu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Delhi,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,24.0,24.0
Gujarat,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Haryana,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,101.0,101.0
Himachal Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,4.0,5.0
Jammu & Kashmir,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8.0,8.0
Jharkhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,90.0,91.0
Karnataka,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,31.0,31.0
Madhya Pradesh,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,133.0,133.0
Maharashtra,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,83.0,83.0
Meghalaya,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Nagaland,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Odisha,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,37.0,37.0
Punjab,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59.0,59.0
Tamil Nadu,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,17.0,17.0
Uttarakhand,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,43.0,43.0
West Bengal,2002,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,391.0,391.0
Andhra Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,126.0,126.0
Arunachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Assam,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,23.0,24.0
Bihar,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,212.0,212.0
Chandigarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Chhattisgarh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,22.0,22.0
Daman & Diu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Gujarat,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9.0,9.0
Haryana,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,93.0,93.0
Himachal Pradesh,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7.0,7.0
Jammu & Kashmir,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10.0,10.0
Jharkhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,96.0,97.0
Karnataka,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42.0,42.0
Maharashtra,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63.0,63.0
Meghalaya,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1.0,1.0
Mizoram,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,2.0,3.0
Nagaland,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,5.0,5.0
Odisha,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,97.0,97.0
Punjab,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,73.0,73.0
Tamil Nadu,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30.0,30.0
Uttarakhand,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,42.0,42.0
West Bengal,2003,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,4.0,423.0,427.0
Andhra Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,195.0,195.0
Arunachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Assam,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,29.0,31.0
Bihar,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,161.0,161.0
Chandigarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,4.0,4.0
Chhattisgarh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,30.0,33.0
Gujarat,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Himachal Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,8.0,8.0
Jharkhand,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,3.0,94.0,97.0
Karnataka,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,60.0,60.0
Kerala,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,113.0,113.0
Maharashtra,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,59.0,59.0
Manipur,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Meghalaya,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Mizoram,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,8.0,10.0
Nagaland,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,2.0,8.0
Odisha,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74.0,74.0
Punjab,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,33.0,41.0,74.0
Tamil Nadu,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14.0,14.0
Uttar Pradesh,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1341.0,1341.0
West Bengal,2004,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,293.0,295.0
Andhra Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,98.0,98.0
Arunachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Assam,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,33.0,34.0
Bihar,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,222.0,222.0
Chandigarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Chhattisgarh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,34.0,42.0
Gujarat,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,11.0,11.0
Haryana,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,63.0,63.0
Himachal Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Jammu & Kashmir,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,14.0,14.0
Jharkhand,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,107.0,109.0
Karnataka,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,61.0,62.0
Maharashtra,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,96.0,96.0
Manipur,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Meghalaya,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Mizoram,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Nagaland,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Odisha,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,46.0,46.0
Punjab,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,65.0,65.0
Uttar Pradesh,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1346.0,1346.0
West Bengal,2005,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,300.0,300.0
Andhra Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,141.0,141.0
Arunachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Assam,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,66.0,68.0
Bihar,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,30.0,276.0,306.0
Chandigarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Chhattisgarh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,8.0,14.0,22.0
Dadra & Nagar Haveli,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Gujarat,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,15.0,16.0
Himachal Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,9.0,9.0
Jammu & Kashmir,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,29.0,29.0
Jharkhand,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74.0,74.0
Karnataka,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,58.0,58.0
Maharashtra,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,93.0,93.0
Manipur,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Meghalaya,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,1.0,2.0,3.0
Mizoram,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7.0,7.0
Nagaland,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,2.0,2.0
Odisha,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,51.0,51.0
Punjab,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,74.0,74.0
Tamil Nadu,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,2.0,23.0,25.0
Uttar Pradesh,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,1349.0,1349.0
Uttarakhand,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,30.0,30.0
West Bengal,2006,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,504.0,504.0
Andhra Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,119.0,119.0
Arunachal Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,0.0,0.0
Assam,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,5.0,45.0,50.0
Bihar,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,241.0,241.0
Chandigarh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,7.0,7.0
Chhattisgarh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,6.0,4.0,10.0
Gujarat,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,10.0,10.0
Haryana,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,57.0,57.0
Himachal Pradesh,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,6.0,6.0
Jammu & Kashmir,2007,TVC- C.H. not Amounting to Murder,03. C H Not Amounting to Murder,0.0,28.0,28.0
